age,tenure_months,avg_monthly_spend,num_support_tickets,is_premium,churn
37,92,107.72870764960811,1,1,0
58,33,44.30549625613209,2,1,0
30,6,10.0,1,1,0
52,79,54.889237793365304,0,1,0
20,17,210.5210944682383,1,0,0
36,10,103.76632790920341,0,0,0
42,117,133.19264178140196,2,1,0
47,56,89.19022492811663,1,1,0
49,78,12.566938832886155,1,1,0
50,26,176.16678749578244,0,1,0
36,12,10.0,1,1,0
34,7,86.7124393925005,3,0,0
50,42,116.72310714899633,1,0,0
38,0,133.8293786057913,3,1,0
25,50,76.4118237282678,0,1,0
26,38,10.0,2,0,0
29,63,71.93440245987371,2,0,0
46,70,75.07452074282025,1,1,0
42,37,73.61439029069518,2,0,0
48,54,178.2035154124562,3,1,0
35,9,47.18383331165146,0,0,0
42,36,138.05875646628954,1,1,0
48,117,129.49782223307494,2,0,0
36,118,177.6273046483002,3,1,0
45,58,112.01208769578413,3,0,0
32,112,167.46785803185352,0,0,0
36,60,109.66679171435412,1,1,0
35,15,146.06355159508803,1,1,0
26,104,29.82353476516556,0,1,0
46,49,10.0,2,1,0
34,73,142.6528112139512,3,0,0
40,77,145.87098756235378,1,0,0
46,36,148.53013998911294,2,1,0
45,88,88.50404911471925,3,1,0
48,60,209.38333513262236,1,1,0
39,43,92.40733105577868,1,1,0
35,35,145.25274118034218,2,0,0
39,89,155.67817350024472,1,0,0
20,29,223.12440958494662,2,0,0
23,14,100.97822281260999,3,1,0
24,105,80.80842562625082,3,1,0
28,39,30.11127693508061,2,0,0
45,76,213.1420203997484,0,1,0
29,85,145.2846544229124,1,0,0
35,100,147.18366635365814,3,1,0
56,75,307.0022544794352,0,0,0
36,84,139.50268447117796,2,1,0
49,100,41.86071569399807,1,0,0
29,113,108.24578550042143,0,0,0
38,5,61.51305546908081,2,0,0
29,89,96.24789632503365,2,1,0
36,20,95.84462383472356,1,0,0
50,106,84.77853653597703,1,0,0
19,5,36.40304967867618,1,1,0
45,29,215.55009802033777,3,1,0
43,23,137.93088266630363,2,0,0
33,72,106.4716779179857,3,1,0
23,0,165.45826977094458,2,1,0
41,2,148.26403649096346,2,1,0
34,60,136.54144396452284,2,0,0
43,116,161.0998843660096,1,1,0
40,63,128.0360846255194,2,0,0
59,53,160.2132874194955,0,1,0
37,78,165.1867380526665,3,1,0
28,66,129.76312410196817,0,1,0
42,46,106.77633039023306,0,0,0
43,70,211.82386808723453,1,0,0
56,0,91.32590761359398,1,0,0
50,29,143.47881602564075,0,1,0
44,80,144.83450464434398,1,1,0
58,40,83.42652886418186,0,1,0
26,6,71.5306568813104,0,0,0
32,14,98.76887874780894,3,0,0
29,103,90.46698880946353,3,0,0
35,39,32.51216630166808,4,1,0
23,2,80.91029504884347,1,1,0
48,87,135.97337907807375,0,0,0
37,63,195.95661504891592,1,0,0
22,54,153.263480110418,1,0,0
28,107,10.0,1,1,0
44,37,158.47822288543966,2,1,0
50,68,86.51089284625694,2,0,0
64,89,147.1848044812658,2,0,0
75,73,119.15188444736232,2,0,0
45,24,108.43874243479033,2,1,0
28,81,113.86585632227153,1,0,0
18,89,118.65454150381319,0,1,0
43,14,200.66429832541462,5,0,0
30,19,118.82038877489475,1,1,0
35,80,185.13216799087203,2,1,0
33,14,176.39435195073943,1,0,0
38,105,160.02273285501917,3,1,0
53,13,12.802870792219348,2,0,0
42,116,186.9979593696964,1,1,0
38,80,92.52592235186472,0,1,0
28,53,162.94363686448634,2,0,0
20,32,61.64803000557519,0,0,0
34,41,48.89555740180465,2,1,0
39,89,238.58332420987196,2,1,0
61,90,62.581015989713144,1,1,0
42,25,188.76639834310484,1,1,0
52,65,127.10521928619126,0,0,0
34,119,94.7927964983897,0,1,0
26,30,117.3102669401876,0,0,0
28,83,41.93433020812133,4,0,0
31,20,119.17473722344617,0,0,0
66,100,55.03558116624243,1,0,0
30,20,96.27337234116087,2,0,0
50,35,175.51797383817456,2,0,0
29,55,135.25144059345945,0,0,0
51,44,31.069770067168708,2,0,0
45,20,171.0892876148322,1,0,0
38,76,119.57401428545144,1,0,0
40,2,87.46888389543967,0,1,0
32,118,164.80057823453586,2,0,0
45,6,109.96758978137986,0,0,0
35,40,50.060319605657234,0,0,0
25,111,230.86858268697625,2,0,0
25,18,118.96275342654073,1,0,0
42,8,115.11688773106697,1,1,0
59,89,95.6936896961646,3,0,0
42,8,190.79794436745536,3,1,0
39,107,88.5072895114776,1,1,0
43,54,27.301208471303724,0,0,0
56,104,79.2793402862413,0,0,0
43,29,199.60647602728756,1,0,0
35,16,169.92792968742705,1,0,0
53,115,104.69906084040834,0,1,0
45,91,202.39530849842845,1,1,0
58,109,164.87653372931294,2,0,0
42,38,104.0046381819236,2,0,1
25,48,110.04540869393522,0,1,0
24,69,139.75906391672606,1,1,0
60,53,70.08678302017105,2,1,0
61,29,120.27030393056106,1,0,0
38,45,138.51080187679742,0,1,0
35,73,18.782025683487614,1,0,1
58,4,108.64078064592613,0,1,0
27,40,101.81662887805871,0,0,0
29,35,181.68408119761935,0,1,0
48,8,10.0,1,1,0
35,14,97.10963881777735,1,1,0
40,59,91.09472115812478,1,1,0
38,12,177.60425783529604,3,0,0
44,41,117.38720583810644,2,1,0
57,67,227.76567873914217,1,0,0
41,104,159.7328029143832,1,0,0
48,11,95.38662034862885,2,0,0
18,52,134.37952179353752,3,0,0
39,12,98.75587143783251,2,1,0
30,51,171.56376542942522,3,0,0
25,57,40.068137202539276,3,0,0
29,95,70.57824140572,1,0,0
36,53,147.34139511329528,2,1,0
51,112,193.54538692341725,2,1,0
24,16,10.0,3,0,1
40,6,202.46827295942495,0,0,0
34,0,111.59189229431963,1,1,0
36,42,10.0,0,1,0
52,23,10.0,0,0,0
46,10,28.23683605150322,2,0,0
56,28,118.8177086492759,3,1,0
38,116,116.04611773146692,1,0,0
32,96,157.9920260825586,1,0,0
37,2,87.03076934634218,1,0,0
43,109,53.517567213229746,1,1,0
42,24,95.21481674034642,2,0,0
27,48,122.01661721469463,2,1,0
41,39,133.84636769731665,1,0,0
43,48,72.65011804365565,0,0,0
70,91,174.08680202012158,2,0,0
63,85,82.716193696558,2,1,0
30,71,67.81695826050577,2,0,0
37,75,87.4565094319026,4,1,0
22,87,184.49041054215644,1,1,0
33,22,112.03221282356044,0,1,0
44,47,78.32918981581369,3,0,0
54,12,175.56646502691262,5,1,0
31,84,248.56491239692477,1,1,0
32,52,132.58095805853685,0,0,0
18,76,194.030547651926,1,0,0
38,67,182.16467703448737,1,1,0
27,32,83.66161490050003,5,0,0
34,16,121.59805082857395,0,1,0
29,116,43.047322217760765,1,0,0
39,35,107.7034640183019,0,1,0
19,13,82.42857785245656,1,0,0
22,36,95.8268425694619,1,1,0
66,108,75.0062981171798,1,1,0
25,31,102.77419150826596,1,1,0
27,118,151.93396117589486,2,1,0
62,55,112.83048537360025,0,1,0
75,103,10.0,0,1,0
26,78,75.23276610609084,5,1,0
36,5,28.836038846504863,0,0,0
44,61,134.64361355890605,1,0,0
61,50,150.19904184325125,1,0,0
28,24,135.3928933112499,1,1,0
37,65,72.75573640203676,1,0,0
49,12,134.81123574787298,2,0,0
45,83,91.7931446538675,0,1,0
35,98,51.70647301498485,0,1,0
38,11,164.5157951825358,0,0,0
24,57,169.0816652234263,0,1,0
37,78,176.93372886501035,0,1,0
37,7,83.49908399805263,5,0,1
43,46,190.76173876158472,4,1,0
33,30,90.38506492031594,0,0,0
46,4,159.21007929231078,0,0,0
52,96,89.34524029399948,1,0,0
42,53,106.56107017525375,0,1,0
44,90,10.0,0,1,0
41,70,101.88520713498507,2,1,0
40,105,125.46539800710164,1,0,0
31,119,95.39702295816967,1,0,0
44,72,225.37128408510836,1,0,0
39,42,50.252034880483414,1,1,0
65,50,86.18512577376445,3,0,0
59,99,65.70764340084881,3,1,0
45,51,86.17338126027173,1,0,0
31,62,181.8847837764423,0,0,1
27,23,208.68190765961782,2,0,1
54,118,77.9524433448635,5,1,0
43,78,76.6195474366078,0,0,0
46,39,50.5722810843651,0,0,0
19,70,198.3771231911582,1,1,0
51,48,187.26026441497817,2,1,0
45,18,113.6410920006728,1,1,0
27,104,36.234048221587194,2,0,0
34,106,41.60024607262488,1,1,0
43,100,130.2377670230756,1,0,0
41,44,152.96027510678994,0,0,0
36,30,10.0,1,0,0
39,5,100.72140536772704,1,0,0
37,87,217.09775337344303,1,0,0
42,39,106.94944760218287,2,0,1
58,107,209.37828544743743,1,1,0
18,104,158.94276773734103,3,1,0
37,15,54.943223949878536,2,1,0
42,110,102.43972239888863,0,0,0
44,16,112.27834568731782,3,0,0
36,58,62.8493059143896,3,0,0
19,56,61.807918631343526,1,0,0
44,114,210.40611552711366,0,1,0
61,78,61.358362818422904,1,0,0
22,105,184.70616458452082,2,0,0
50,71,93.81093129809902,2,1,0
36,99,118.46164020700965,1,1,0
39,102,153.71066509431435,2,1,0
27,103,84.08647962571928,1,1,0
36,49,154.074258809672,1,1,0
56,45,10.0,3,1,0
47,118,146.38244330487822,2,1,0
61,90,10.0,1,0,0
54,110,106.38919639809255,0,0,0
45,69,171.25457911910948,1,0,0
61,111,157.33771836350255,1,0,0
45,86,42.095371262283535,1,1,0
50,89,49.82013623438898,0,1,0
36,21,78.67967758064191,2,0,0
41,68,131.17295174148808,3,1,0
32,87,10.0,0,0,0
52,91,119.2065854490865,1,0,0
26,114,138.68576242800387,2,0,0
49,39,103.01776914774098,0,0,0
38,36,151.5192580831831,2,0,0
54,116,133.42344949957223,3,1,0
49,118,87.50074443606628,1,0,0
62,21,10.0,1,1,0
49,45,128.00478489424938,2,1,0
21,113,62.81547808620133,1,1,0
39,23,85.2994425083073,0,1,0
26,93,148.74745307778514,1,1,0
34,13,205.04000300606106,1,0,0
58,21,117.71639259347945,2,1,0
48,94,153.24389018675222,2,1,0
32,72,33.33123953082656,2,0,0
28,66,134.73141485970206,2,1,0
40,102,116.40564373937025,2,1,0
25,36,193.7536548375709,1,0,0
32,60,87.5724914382746,1,1,0
44,73,105.50174297025775,3,1,0
54,88,183.5288680279677,0,0,0
47,39,114.47797245632103,3,0,0
18,76,53.46951712276388,2,1,0
44,53,273.09799639740737,0,1,0
41,65,55.284434199795996,1,0,0
45,103,116.11799510702858,1,0,0
59,47,140.8012893615368,3,0,0
18,80,136.0570505418669,1,0,0
33,113,108.61537775961607,1,0,0
47,91,108.91437776842152,2,1,0
21,118,105.90408802272268,4,1,0
58,70,53.04396848451768,0,1,0
44,33,249.01315286536374,2,0,0
50,118,106.80054493719739,2,0,0
33,77,155.81585956938574,2,0,0
50,28,99.92082853910368,0,1,0
53,38,98.71417965867099,4,0,0
43,31,92.67338023982099,3,1,0
43,100,27.00925272064496,1,1,0
43,11,110.36273159275383,3,0,0
30,88,95.57954074083419,3,1,0
38,66,190.29147055108663,2,0,1
38,8,48.197992944929084,2,0,0
45,73,85.3711693467087,2,0,0
52,90,66.09357199475507,1,0,0
27,87,206.55182364070853,1,1,0
38,63,67.83549330871972,0,1,0
58,40,153.7379906835682,1,0,0
31,19,178.20968840435881,2,0,0
30,1,111.23262531507551,3,0,0
42,43,37.3913399435719,1,1,0
50,75,38.15076847417858,0,0,0
40,4,171.58584388776478,1,1,0
56,119,44.36435887200855,3,0,0
50,70,143.52159666359475,1,0,0
50,35,126.86094658923578,2,1,0
47,115,142.62794905866164,2,0,0
68,22,148.29508847075326,2,0,0
38,114,63.9797529349259,1,0,0
18,33,61.46830925911552,0,0,0
59,45,162.89562804602414,1,0,0
35,51,82.2393233661362,0,0,0
41,119,10.0,0,1,0
56,30,158.9253178730319,2,0,0
21,116,57.824322715873905,1,1,0
25,41,148.0281526743152,2,0,0
21,34,203.56931095901817,2,0,0
30,76,121.00574743571686,0,0,0
45,83,179.74594989981185,1,0,0
46,41,129.22786083217213,0,1,0
43,16,215.24575968846884,3,0,0
23,47,56.27357347457363,3,0,0
18,64,119.50710117501062,2,0,1
41,4,160.38969630248806,5,0,0
34,9,108.57529457939728,0,0,0
46,110,189.13313979916018,3,1,0
48,4,94.07762762935317,1,0,0
42,48,244.16226909773331,0,1,0
49,91,247.33185025633472,0,0,0
43,39,136.924319773638,0,1,0
46,59,153.156070821277,2,0,0
32,10,191.50028613747827,1,1,0
38,95,48.768156061957995,1,1,0
42,76,41.279999125332566,0,0,0
50,102,195.3851348314581,1,0,0
35,103,136.43930837237997,0,0,0
46,42,106.40968524121263,0,1,1
37,4,120.66739817286967,1,0,1
39,41,10.0,1,0,0
50,17,108.56626113257992,0,0,0
18,63,74.81719564840658,2,0,0
24,17,175.08429801690494,1,1,0
22,110,179.70184670304036,1,0,0
18,72,154.60081404779464,2,1,0
32,30,143.7275189279485,0,1,0
49,110,30.15919507678393,3,1,0
37,92,155.43858479981245,0,1,0
42,52,157.76387673140303,1,1,0
53,17,194.7115592261238,1,1,0
56,41,247.09258874581184,1,1,0
39,70,18.446359585703487,4,0,0
56,91,96.6913904629072,1,0,0
41,31,75.46400177054132,3,1,0
30,89,130.35043130310444,4,1,0
33,33,120.80411149308232,3,0,0
22,29,105.95507561519126,3,0,1
29,53,181.65626168407042,2,1,0
36,19,53.91514732915298,2,0,0
50,48,57.532711956443634,1,0,0
61,42,58.54648373411747,3,1,0
23,33,98.38034475444078,0,0,0
45,93,46.28458704528923,1,1,0
28,39,117.08571067204376,1,0,0
46,83,110.07058832214798,1,1,0
38,86,72.8090931600552,2,0,0
18,79,172.42597524337174,1,0,0
51,32,116.42996830279579,3,1,0
33,99,183.75884184190824,2,1,0
34,28,108.29700892773408,1,1,0
27,33,118.54830670611872,3,0,0
32,104,86.23305571909735,0,1,0
45,40,119.57720756787093,3,1,0
38,83,162.73387836792278,0,1,0
44,5,95.31994606378211,3,0,1
44,73,151.10471775207986,1,0,0
56,104,71.23518233725552,1,0,0
36,85,165.54303393133256,1,1,0
22,69,85.20565036128436,1,0,0
53,101,171.10079239374303,1,1,0
36,35,123.6585925460199,2,1,0
53,45,211.25722400346382,0,0,0
45,8,50.75593642474746,1,1,0
38,83,31.429393601287906,1,1,0
44,86,83.02696524146599,3,0,0
63,90,36.92334311794121,3,0,0
65,89,37.03590633430335,3,0,0
41,15,157.29304562759256,1,0,0
42,79,119.7492723952405,2,0,0
53,91,91.21914139774447,1,0,0
30,24,96.78224416167407,1,1,0
44,57,84.16574014041963,3,0,0
40,109,219.0221500691426,2,1,0
44,49,75.8696575414178,1,0,0
30,90,40.67196611500204,3,1,1
21,63,167.76303704917967,0,0,0
18,78,107.05466259913075,1,0,0
27,75,242.32642132907313,1,1,0
34,78,88.42766167235189,2,0,0
36,93,170.7590507854075,1,1,0
63,108,184.9318398359583,2,1,0
53,35,88.71985006787978,2,1,1
28,111,75.42475392545785,2,1,0
44,75,164.4819918558543,0,1,0
35,71,154.49351507483584,0,0,0
37,39,35.3633939573444,2,1,0
42,50,52.29386182171675,2,0,0
47,78,10.0,3,0,0
36,43,155.72321123872814,0,0,0
53,34,104.29036841185527,1,1,0
26,98,110.27097474148307,2,0,0
40,49,18.513354137888808,1,0,0
71,77,54.113858814640416,4,0,0
43,3,91.32246524594603,0,0,0
57,9,79.66046399113074,4,1,0
41,101,127.07016453105787,2,0,0
47,17,155.00808759790883,1,0,0
39,95,256.1767541571118,2,0,0
38,108,118.79897819814447,1,0,0
31,57,186.92415978581673,2,1,1
45,106,70.20163338121353,1,1,0
30,51,19.50322110147865,1,0,0
48,114,98.86190119739253,1,0,0
53,28,24.136696927545508,2,1,0
44,51,120.88039003014619,1,0,0
37,46,73.17275252948009,3,0,0
45,94,10.0,3,1,0
36,5,224.16150875161063,2,1,0
51,99,87.7462972136772,3,0,0
18,2,21.742841823348126,3,1,1
36,37,173.8903074304374,3,1,0
18,71,76.28313824764288,1,1,0
22,17,185.40996202143972,0,0,0
56,58,75.99633991931704,2,1,0
51,119,87.54613858423217,6,0,0
31,98,140.68990256862278,1,0,0
22,3,155.5931628422466,2,0,0
18,71,166.1090242404359,1,1,0
33,71,114.61553167624025,4,1,0
69,8,151.717003293275,1,0,0
45,78,164.73771641540523,2,0,0
33,62,132.034148314011,0,0,0
46,81,111.44051320414223,1,1,0
21,35,33.28230310613219,1,1,0
36,30,155.95044940679932,4,0,0
41,88,122.53042194846905,3,0,0
39,86,95.18304885895755,0,1,0
49,19,196.6659818154996,2,0,0
44,25,34.32998202520106,1,0,0
48,70,218.64217892189316,1,0,0
32,99,118.66360328193205,1,0,0
51,24,139.0510907101739,1,1,0
60,26,96.29735312818374,1,1,0
28,96,19.975625248600192,3,0,0
29,83,111.62340609205322,0,0,0
56,108,140.08469441356755,6,1,0
38,94,160.57352678415563,4,0,0
57,114,108.11800809366592,1,0,0
35,22,10.0,2,1,0
57,32,27.50031932504247,2,0,0
42,28,243.12117742579764,1,1,0
43,6,54.44784097367307,3,0,0
59,93,205.6229674943525,1,1,0
36,79,63.95479575494427,2,1,0
29,10,109.05264541632795,3,0,0
35,23,157.51249557599425,5,1,0
45,22,70.78833320514758,3,0,1
21,48,215.53290814554325,3,1,0
48,54,124.54370148410466,1,0,1
34,34,147.6510507779802,1,1,0
54,111,103.94357951885246,0,0,0
18,25,159.52321722102545,0,0,0
31,67,214.72756439099174,0,0,0
20,52,112.12284374260715,0,0,0
30,46,223.78276744495417,2,0,0
43,99,83.30425149725293,4,0,0
38,117,165.8457623611026,3,0,0
37,0,149.346860174583,1,0,0
38,55,55.88507563905784,1,1,0
42,14,132.8285822782399,2,0,0
28,52,120.44195627102236,0,0,0
48,74,68.8084694233893,1,0,0
48,49,141.48014605164758,2,0,0
45,37,128.77737276651106,0,1,0
47,37,115.644783161567,1,0,0
44,35,115.8853518564789,3,0,0
64,39,114.59938446458284,0,0,0
39,44,97.93802272522035,2,1,0
36,82,128.3900457008989,2,1,0
31,11,81.36514725817318,1,0,0
28,4,279.4085694882,3,0,0
25,62,35.44000527208105,0,0,0
29,81,84.91583536593247,3,0,0
39,31,89.65547372538356,1,0,0
44,24,242.42960485947225,1,1,0
41,74,40.79192100135004,1,0,0
31,46,145.5553378791666,1,0,0
51,88,134.9036439027924,1,0,0
49,17,140.0161382804729,1,0,0
38,14,194.18058975665642,2,1,0
32,66,192.9497615848253,2,1,0
47,47,92.94259040879295,5,1,0
42,87,131.64104696963946,2,1,0
23,60,10.0,2,0,0
39,42,125.94558051131574,4,1,0
43,19,72.36063433008485,3,1,0
29,19,108.81705444236901,2,1,0
42,90,18.877688110998307,3,1,0
23,27,144.2923372031445,3,1,0
56,60,18.20587826546353,2,0,0
55,98,128.89707640749518,1,0,0
37,107,46.40966441864703,4,0,0
44,32,69.02153789184692,2,0,0
18,13,189.28392615270977,2,1,0
26,92,155.27507675481732,1,0,0
36,82,188.9521882602326,3,1,0
27,39,213.5836279500774,1,1,0
49,71,73.62967757161411,1,1,0
64,22,209.93829974645232,2,1,0
26,84,32.06966062926591,5,1,0
30,87,164.7660200726942,2,0,0
43,35,90.3997371240017,5,1,0
59,56,64.18199144164102,2,1,0
25,40,156.86819203826656,0,0,0
43,3,176.69709151015277,2,1,0
62,15,174.91610319879268,1,0,0
20,115,132.89159333368752,2,0,0
25,54,127.91743807975435,1,0,0
35,17,151.61199514199416,1,1,0
34,5,138.22584453103147,4,0,0
50,42,152.48135037515883,2,1,0
43,117,132.23996766664285,1,1,0
19,46,170.56702947038184,1,0,0
46,119,22.367531606974328,0,1,0
33,58,112.12359149481682,3,0,0
55,91,36.969210369264836,0,1,0
32,94,136.60212105629307,0,0,0
32,3,218.51581055122188,0,1,0
46,0,91.55491308318189,1,0,0
49,110,127.63512181783291,1,1,0
45,111,165.38920289529833,2,1,0
20,15,10.0,2,1,0
46,77,88.67337107134874,1,1,0
28,110,141.870939556371,2,1,0
43,114,10.0,1,1,0
23,35,61.39149041550172,3,1,0
45,98,186.05147840287736,0,1,0
30,77,180.1798140270435,4,0,0
25,111,142.45909364220603,5,1,1
49,17,172.93185839659066,2,1,0
43,72,132.9062540652878,2,0,0
33,2,153.32369444653887,0,1,0
57,42,101.06077746956316,3,1,0
35,1,126.94876097532557,1,1,0
40,53,82.05777681505066,1,1,0
43,97,195.8090006509388,2,0,0
33,78,211.2935645701321,3,0,0
46,38,202.7947680418244,1,0,0
34,51,95.51347429932827,3,0,0
35,44,62.77355763809476,2,0,0
56,87,196.6184196450098,2,1,0
28,31,152.63443215548477,1,1,0
18,11,139.71506049141854,0,1,0
59,60,81.98207490329126,3,1,0
71,99,145.53982875820589,3,1,0
35,57,54.883316420283904,3,0,0
18,24,158.04374136474192,2,0,0
36,5,202.7332019763726,0,1,0
37,113,217.86273263447714,1,1,0
38,91,162.51144324658895,1,1,0
27,18,37.0787070227327,0,0,0
47,8,131.8398078567613,0,0,0
46,15,248.3809046434628,0,1,0
22,45,67.88330457346295,0,0,1
48,97,116.44910562538698,2,1,0
65,19,204.81146110805864,2,0,0
42,98,157.02803532441513,1,1,0
36,0,268.80937946910626,1,0,0
38,88,76.0278370062847,0,1,0
47,33,60.61465285555069,3,1,0
19,115,193.44752615011043,2,0,0
42,57,48.24728230370785,2,0,0
35,32,108.19392067094782,1,1,0
62,29,116.06120730842541,1,1,0
38,99,182.15936840315533,0,1,0
60,48,156.85607808151482,2,1,0
27,42,147.42389485061176,6,0,0
47,88,95.85414732589999,1,0,0
44,64,192.90024114491658,0,0,0
30,79,361.54944256363586,1,0,0
42,53,161.47692593537494,3,1,0
55,7,125.98033245281019,2,0,0
36,0,42.128221740470366,0,0,0
20,4,81.7511130409708,2,0,0
40,68,107.17738596316175,1,0,0
29,61,87.92398558397204,2,0,0
36,89,119.0353299283891,2,1,0
39,107,226.68096460843725,1,0,0
20,20,194.83001504215406,0,0,0
21,114,110.47003701190474,1,0,0
46,111,47.50320332004837,2,0,0
34,73,200.24205857414478,3,0,0
18,63,117.05674359231813,2,1,0
49,21,16.409974463858696,0,0,0
43,21,162.74580710958216,0,0,0
31,2,181.54120105400793,1,1,0
24,77,10.0,3,1,0
50,51,70.5267214720258,0,1,0
44,23,113.37275932153716,2,0,0
69,16,164.07065467851706,1,1,0
45,7,89.05520492254972,1,1,0
45,76,70.07148588156382,0,1,0
38,82,163.63015498081694,2,0,1
50,75,91.90065760115046,3,0,0
48,13,152.52327903292183,1,1,0
55,4,53.309060701524565,2,0,0
34,12,38.86001884581609,0,1,0
35,90,165.31614945422382,1,0,0
34,88,135.15119461903282,0,1,0
49,35,175.34734399417243,1,0,0
58,6,88.0444199447135,3,1,0
34,38,72.2936818512153,2,0,0
35,97,201.64313325245465,2,0,0
44,17,28.62247416033179,1,0,0
37,95,195.08764255083747,1,0,0
51,55,199.230282448943,3,1,0
18,16,171.6053708559645,2,1,0
30,112,78.73154897937312,0,1,0
31,62,71.00856979647844,2,1,0
18,80,107.39665362010803,0,1,0
28,11,42.29761939011603,0,1,0
29,44,62.2983600747842,0,0,0
38,75,158.68405749054276,2,0,0
53,77,158.96094685344943,1,0,0
37,7,57.02551040790262,3,1,0
28,72,160.56731611800447,1,0,0
39,113,147.25819834438838,1,0,0
53,94,210.59317527462622,2,1,0
28,24,154.1481865120513,4,1,0
29,109,183.51486322406268,2,0,0
47,81,148.62465545581267,2,1,0
37,6,178.79574658183128,4,1,0
48,15,42.772970605933494,1,0,0
40,110,112.6953325733452,5,0,0
48,25,117.66103390634821,2,1,0
28,11,105.37500318388305,0,1,0
40,54,146.63319781900353,0,0,0
37,63,158.06277926974505,1,1,0
25,68,143.5354246242689,1,1,1
21,79,109.38336712671973,5,1,0
48,119,75.85619520929251,0,1,0
36,91,185.83116444937403,0,0,0
28,3,140.9839689968301,0,0,0
39,10,58.883168496035495,1,1,0
54,0,108.37874750102257,2,0,0
18,47,15.402019337558324,7,1,0
22,42,122.12223686084657,2,1,1
29,112,108.09720344408424,0,0,0
58,43,85.53198297867974,0,1,0
43,3,215.07601138821175,1,1,0
49,106,50.63075282747326,2,0,1
26,31,162.38357710094013,1,1,0
27,109,251.20248965591242,1,0,0
45,92,184.6360742230013,1,1,0
41,105,118.10767307413398,5,0,0
47,98,51.95588163460035,0,0,0
38,17,38.27626940493268,3,1,0
43,75,95.30689830254869,1,1,0
42,49,78.7799559651655,1,0,0
49,75,76.82718546251206,1,1,0
50,89,100.42119267172535,0,1,0
21,60,113.86517442685879,1,0,0
18,37,149.1127168587178,1,1,0
52,109,45.73222683225425,2,1,0
54,79,79.065372232017,1,1,0
28,106,110.41967503065112,4,0,0
18,28,108.27088839460386,1,1,0
41,100,230.18542244480537,1,0,1
51,38,133.93479556343146,1,0,0
62,55,23.184611282434528,5,0,0
46,103,145.0908816952059,1,1,0
36,42,152.73982336463874,3,0,0
29,30,112.4923183053157,1,1,0
40,109,47.196199535447924,2,0,0
36,115,225.48328171880777,2,1,0
28,37,55.80696518512457,0,0,0
65,36,159.646332384956,5,1,0
61,27,132.00303174383612,3,0,0
54,2,156.0486329417862,0,0,0
29,66,222.4114754500398,0,0,0
50,30,153.6983323284621,2,1,0
48,101,86.48014637738802,3,0,0
45,20,186.35953650767766,4,0,0
55,76,82.13403299735282,0,1,0
48,60,129.81348068371608,2,1,0
49,73,42.41498351905259,3,0,0
48,13,58.003126359794855,2,0,0
44,55,123.08320022617119,0,1,0
19,75,142.0852025148523,2,0,0
41,40,17.85656263853818,1,0,0
33,104,149.83724208003986,2,1,0
25,63,70.83426140410215,0,0,0
60,43,196.78128094027,1,1,0
61,3,98.8821342705295,1,0,0
56,20,52.58266382700085,0,1,0
43,57,124.54827347755514,1,1,0
56,48,65.02589993527648,3,0,1
40,104,196.13670848598753,2,1,0
42,94,120.03181245198599,5,0,0
27,19,110.89940261440277,1,0,0
45,70,155.5080611358605,4,0,0
41,54,59.70315364798242,1,0,0
24,12,42.65078068028915,2,1,0
39,79,144.50109476649823,2,1,0
