customer_id,date,category,amount
C001,2022-11-30,entertainment,704.61
C001,2022-11-30,other,460.74
C001,2022-12-31,housing,563.58
C001,2022-12-31,food,760.85
C001,2022-12-31,transport,405.18
C001,2022-12-31,shopping,389.11
C001,2022-12-31,entertainment,660.51
C001,2022-12-31,other,444.53
C001,2023-01-31,housing,566.94
C001,2023-01-31,food,791.86
C001,2023-01-31,transport,706.65
C001,2023-01-31,shopping,512.84
C001,2023-01-31,entertainment,997.66
C001,2023-01-31,other,490.04
C001,2023-02-28,housing,506.04
C001,2023-02-28,food,716.75
C001,2023-02-28,transport,599.04
C001,2023-02-28,shopping,361.1
C001,2023-02-28,entertainment,860.7
C001,2023-02-28,other,530.88
C001,2023-03-31,housing,428.99
C001,2023-03-31,food,708.57
C001,2023-03-31,transport,454.61
C001,2023-03-31,shopping,468.21
C001,2023-03-31,entertainment,752.55
C001,2023-03-31,other,590.16
C001,2023-04-30,housing,496.41
C001,2023-04-30,food,770.61
C001,2023-04-30,transport,546.1
C001,2023-04-30,shopping,583.06
C001,2023-04-30,entertainment,903.58
C001,2023-04-30,other,536.66
C001,2023-05-31,housing,634.22
C001,2023-05-31,food,892.89
C001,2023-05-31,transport,599.08
C001,2023-05-31,shopping,600.17
C001,2023-05-31,entertainment,838.61
C001,2023-05-31,other,734.31
C001,2023-06-30,housing,458.52
C001,2023-06-30,food,638.13
C001,2023-06-30,transport,555.28
C001,2023-06-30,shopping,546.95
C001,2023-06-30,entertainment,1046.82
C001,2023-06-30,other,734.37
C001,2023-07-31,housing,560.02
C001,2023-07-31,food,572.4
C001,2023-07-31,transport,616.64
C001,2023-07-31,shopping,476.89
C001,2023-07-31,entertainment,844.37
C001,2023-07-31,other,518.78
C001,2023-08-31,housing,692.67
C001,2023-08-31,food,782.16
C001,2023-08-31,transport,525.52
C001,2023-08-31,shopping,416.57
C001,2023-08-31,entertainment,612.28
C001,2023-08-31,other,480.88
C001,2023-09-30,housing,767.53
C001,2023-09-30,food,791.45
C001,2023-09-30,transport,627.49
C001,2023-09-30,shopping,463.49
C001,2023-09-30,entertainment,683.02
C001,2023-09-30,other,450.66
C001,2023-10-31,housing,703.88
C001,2023-10-31,food,598.61
C001,2023-10-31,transport,541.46
C001,2023-10-31,shopping,380.95
C001,2023-10-31,entertainment,832.63
C001,2023-10-31,other,490.2
C001,2023-11-30,housing,591.81
C001,2023-11-30,food,687.11
C001,2023-11-30,transport,572.69
C001,2023-11-30,shopping,458.2
C001,2023-11-30,entertainment,665.44
C001,2023-11-30,other,418.07
C001,2023-12-31,housing,780.84
C001,2023-12-31,food,827.21
C001,2023-12-31,transport,558.97
C001,2023-12-31,shopping,543.72
C001,2023-12-31,entertainment,1033.75
C001,2023-12-31,other,566.4
C002,2022-01-31,housing,300.77
C002,2022-01-31,food,637.22
C002,2022-01-31,transport,474.58
C002,2022-01-31,shopping,169.02
C002,2022-01-31,entertainment,1088.84
C002,2022-01-31,other,371.8
C002,2022-02-28,housing,548.09
C002,2022-02-28,food,991.95
C002,2022-02-28,transport,543.73
C002,2022-02-28,shopping,261.37
C002,2022-02-28,entertainment,1517.69
C002,2022-02-28,other,450.13
C002,2022-03-31,housing,346.7
C002,2022-03-31,food,694.46
C002,2022-03-31,transport,424.55
C002,2022-03-31,shopping,178.54
C002,2022-03-31,entertainment,1087.59
C002,2022-03-31,other,353.53
C002,2022-04-30,housing,550.76
C002,2022-04-30,food,1023.54
C002,2022-04-30,transport,722.85
C002,2022-04-30,shopping,222.24
C002,2022-04-30,entertainment,1582.47
C002,2022-04-30,other,538.01
C002,2022-05-31,housing,373.53
C002,2022-05-31,food,756.38
C002,2022-05-31,transport,669.93
C002,2022-05-31,shopping,299.23
C002,2022-05-31,entertainment,1836.86
C002,2022-05-31,other,396.26
C002,2022-06-30,housing,320.33
C002,2022-06-30,food,625.73
C002,2022-06-30,transport,624.17
C002,2022-06-30,shopping,235.99
C002,2022-06-30,entertainment,1174.5
C002,2022-06-30,other,377.06
C002,2022-07-31,housing,260.88
C002,2022-07-31,food,376.04
C002,2022-07-31,transport,357.46
C002,2022-07-31,shopping,113.08
C002,2022-07-31,entertainment,847.06
C002,2022-07-31,other,200.58
C002,2022-08-31,housing,421.83
C002,2022-08-31,food,431.55
C002,2022-08-31,transport,387.87
C002,2022-08-31,shopping,198.57
C002,2022-08-31,entertainment,1474.91
C002,2022-08-31,other,268.45
C002,2022-09-30,housing,424.91
C002,2022-09-30,food,851.5
C002,2022-09-30,transport,500.05
C002,2022-09-30,shopping,189.57
C002,2022-09-30,entertainment,1450.17
C002,2022-09-30,other,438.6
C002,2022-10-31,housing,395.49
C002,2022-10-31,food,535.91
C002,2022-10-31,transport,565.11
C002,2022-10-31,shopping,188.66
C002,2022-10-31,entertainment,1341.94
C002,2022-10-31,other,376.88
C002,2022-11-30,housing,539.99
C002,2022-11-30,food,802.47
C002,2022-11-30,transport,716.61
C002,2022-11-30,shopping,230.07
C002,2022-11-30,entertainment,1506.23
C002,2022-11-30,other,425.84
C002,2022-12-31,housing,450.19
C002,2022-12-31,food,1004.2
C002,2022-12-31,transport,819.94
C002,2022-12-31,shopping,235.32
C002,2022-12-31,entertainment,1299.89
C002,2022-12-31,other,387.72
C002,2023-01-31,housing,544.76
C002,2023-01-31,food,939.89
C002,2023-01-31,transport,561.88
C002,2023-01-31,shopping,290.7
C002,2023-01-31,entertainment,1798.79
C002,2023-01-31,other,444.96
C002,2023-02-28,housing,411.94
C002,2023-02-28,food,668.1
C002,2023-02-28,transport,550.18
C002,2023-02-28,shopping,189.95
C002,2023-02-28,entertainment,1225.1
C002,2023-02-28,other,412.89
C002,2023-03-31,housing,335.58
C002,2023-03-31,food,880.38
C002,2023-03-31,transport,813.32
C002,2023-03-31,shopping,277.49
C002,2023-03-31,entertainment,1655.45
C002,2023-03-31,other,409.38
C002,2023-04-30,housing,576.34
C002,2023-04-30,food,589.55
C002,2023-04-30,transport,750.79
C002,2023-04-30,shopping,211.9
C002,2023-04-30,entertainment,1457.22
C002,2023-04-30,other,392.64
C002,2023-05-31,housing,486.13
C002,2023-05-31,food,739.99
C002,2023-05-31,transport,744.19
C002,2023-05-31,shopping,233.06
C002,2023-05-31,entertainment,1393.17
C002,2023-05-31,other,522.79
C002,2023-06-30,housing,524.18
C002,2023-06-30,food,745.3
C002,2023-06-30,transport,683.82
C002,2023-06-30,shopping,203.28
C002,2023-06-30,entertainment,1720.56
C002,2023-06-30,other,391.02
C002,2023-07-31,housing,478.59
C002,2023-07-31,food,968.96
C002,2023-07-31,transport,795.97
C002,2023-07-31,shopping,305.4
C002,2023-07-31,entertainment,1756.53
C002,2023-07-31,other,383.52
C002,2023-08-31,housing,352.24
C002,2023-08-31,food,659.34
C002,2023-08-31,transport,761.24
C002,2023-08-31,shopping,227.99
C002,2023-08-31,entertainment,1229.21
C002,2023-08-31,other,369.15
C002,2023-09-30,housing,355.65
C002,2023-09-30,food,654.49
C002,2023-09-30,transport,661.27
C002,2023-09-30,shopping,248.54
C002,2023-09-30,entertainment,1525.45
C002,2023-09-30,other,290.85
C002,2023-10-31,housing,460.85
C002,2023-10-31,food,810.03
C002,2023-10-31,transport,822.52
C002,2023-10-31,shopping,153.29
C002,2023-10-31,entertainment,1335.02
C002,2023-10-31,other,505.59
C002,2023-11-30,housing,379.74
C002,2023-11-30,food,548.83
C002,2023-11-30,transport,508.78
C002,2023-11-30,shopping,138.42
C002,2023-11-30,entertainment,1120.9
C002,2023-11-30,other,367.47
C002,2023-12-31,housing,466.26
C002,2023-12-31,food,784.04
C002,2023-12-31,transport,569.35
C002,2023-12-31,shopping,214.47
C002,2023-12-31,entertainment,1414.14
C002,2023-12-31,other,485.22
C003,2022-01-31,housing,1405.87
C003,2022-01-31,food,535.37
C003,2022-01-31,transport,254.8
C003,2022-01-31,shopping,836.13
C003,2022-01-31,entertainment,559.83
C003,2022-01-31,other,983.73
C003,2022-02-28,housing,888.37
C003,2022-02-28,food,503.52
C003,2022-02-28,transport,310.62
C003,2022-02-28,shopping,666.25
C003,2022-02-28,entertainment,719.07
C003,2022-02-28,other,1171.84
C003,2022-03-31,housing,784.29
C003,2022-03-31,food,344.74
C003,2022-03-31,transport,350.73
C003,2022-03-31,shopping,598.1
C003,2022-03-31,entertainment,613.63
C003,2022-03-31,other,1021.88
C003,2022-04-30,housing,1082.72
C003,2022-04-30,food,532.91
C003,2022-04-30,transport,366.77
C003,2022-04-30,shopping,562.15
C003,2022-04-30,entertainment,545.54
C003,2022-04-30,other,929.56
C003,2022-05-31,housing,1022.77
C003,2022-05-31,food,621.23
C003,2022-05-31,transport,364.83
C003,2022-05-31,shopping,690.62
C003,2022-05-31,entertainment,705.03
C003,2022-05-31,other,707.91
C003,2022-06-30,housing,567.67
C003,2022-06-30,food,251.5
C003,2022-06-30,transport,229.22
C003,2022-06-30,shopping,525.18
C003,2022-06-30,entertainment,403.08
C003,2022-06-30,other,698.26
C003,2022-07-31,housing,1357.77
C003,2022-07-31,food,593.98
C003,2022-07-31,transport,476.19
C003,2022-07-31,shopping,742.44
C003,2022-07-31,entertainment,571.11
C003,2022-07-31,other,958.11
C003,2022-08-31,housing,605.81
C003,2022-08-31,food,350.59
C003,2022-08-31,transport,273.78
C003,2022-08-31,shopping,568.71
C003,2022-08-31,entertainment,319.58
C003,2022-08-31,other,687.56
C003,2022-09-30,housing,828.17
C003,2022-09-30,food,401.76
C003,2022-09-30,transport,196.04
C003,2022-09-30,shopping,569.65
C003,2022-09-30,entertainment,405.5
C003,2022-09-30,other,660.71
C003,2022-10-31,housing,692.8
C003,2022-10-31,food,433.34
C003,2022-10-31,transport,260.92
C003,2022-10-31,shopping,521.33
C003,2022-10-31,entertainment,467.19
C003,2022-10-31,other,855.03
C003,2022-11-30,housing,693.45
C003,2022-11-30,food,547.79
C003,2022-11-30,transport,295.92
C003,2022-11-30,shopping,672.45
C003,2022-11-30,entertainment,543.4
C003,2022-11-30,other,811.27
C003,2022-12-31,housing,1302.23
C003,2022-12-31,food,700.39
C003,2022-12-31,transport,355.83
C003,2022-12-31,shopping,667.21
C003,2022-12-31,entertainment,674.94
C003,2022-12-31,other,817.18
C003,2023-01-31,housing,1000.86
C003,2023-01-31,food,557.69
C003,2023-01-31,transport,307.34
C003,2023-01-31,shopping,494.9
C003,2023-01-31,entertainment,399.37
C003,2023-01-31,other,776.98
C003,2023-02-28,housing,832.93
C003,2023-02-28,food,596.04
C003,2023-02-28,transport,355.09
C003,2023-02-28,shopping,482.17
C003,2023-02-28,entertainment,528.79
C003,2023-02-28,other,759.97
C003,2023-03-31,housing,925.68
C003,2023-03-31,food,521.76
C003,2023-03-31,transport,298.82
C003,2023-03-31,shopping,675.46
C003,2023-03-31,entertainment,430.54
C003,2023-03-31,other,837.5
C003,2023-04-30,housing,1433.06
C003,2023-04-30,food,893.08
C003,2023-04-30,transport,491.4
C003,2023-04-30,shopping,974.98
C003,2023-04-30,entertainment,793.08
C003,2023-04-30,other,1255.29
C003,2023-05-31,housing,869.89
C003,2023-05-31,food,377.83
C003,2023-05-31,transport,314.17
C003,2023-05-31,shopping,614.54
C003,2023-05-31,entertainment,497.28
C003,2023-05-31,other,726.54
C003,2023-06-30,housing,977.68
C003,2023-06-30,food,619.68
C003,2023-06-30,transport,259.92
C003,2023-06-30,shopping,629.65
C003,2023-06-30,entertainment,414.76
C003,2023-06-30,other,738.79
C003,2023-07-31,housing,1336.85
C003,2023-07-31,food,557.33
C003,2023-07-31,transport,319.15
C003,2023-07-31,shopping,423.31
C003,2023-07-31,entertainment,624.44
C003,2023-07-31,other,1492.45
C003,2023-08-31,housing,936.16
C003,2023-08-31,food,579.5
C003,2023-08-31,transport,273.6
C003,2023-08-31,shopping,631.47
C003,2023-08-31,entertainment,598.29
C003,2023-08-31,other,937.12
C003,2023-09-30,housing,1137.89
C003,2023-09-30,food,631.03
C003,2023-09-30,transport,339.17
C003,2023-09-30,shopping,794.01
C003,2023-09-30,entertainment,776.62
C003,2023-09-30,other,858.87
C003,2023-10-31,housing,958.97
C003,2023-10-31,food,411.33
C003,2023-10-31,transport,338.08
C003,2023-10-31,shopping,482.4
C003,2023-10-31,entertainment,561.42
C003,2023-10-31,other,756.82
C003,2023-11-30,housing,1225.0
C003,2023-11-30,food,497.38
C003,2023-11-30,transport,297.87
C003,2023-11-30,shopping,598.51
C003,2023-11-30,entertainment,611.14
C003,2023-11-30,other,705.23
C003,2023-12-31,housing,970.75
C003,2023-12-31,food,656.21
C003,2023-12-31,transport,236.6
C003,2023-12-31,shopping,602.46
C003,2023-12-31,entertainment,455.09
C003,2023-12-31,other,859.53
C004,2022-01-31,housing,587.65
C004,2022-01-31,food,401.85
C004,2022-01-31,transport,507.32
C004,2022-01-31,shopping,647.46
C004,2022-01-31,entertainment,577.8
C004,2022-01-31,other,626.98
C004,2022-02-28,housing,667.98
C004,2022-02-28,food,431.55
C004,2022-02-28,transport,733.16
C004,2022-02-28,shopping,951.64
C004,2022-02-28,entertainment,700.23
C004,2022-02-28,other,615.13
C004,2022-03-31,housing,706.08
C004,2022-03-31,food,395.34
C004,2022-03-31,transport,662.32
C004,2022-03-31,shopping,922.29
C004,2022-03-31,entertainment,642.89
C004,2022-03-31,other,726.54
C004,2022-04-30,housing,556.86
C004,2022-04-30,food,405.02
C004,2022-04-30,transport,434.89
C004,2022-04-30,shopping,632.13
C004,2022-04-30,entertainment,320.55
C004,2022-04-30,other,394.42
C004,2022-05-31,housing,497.66
C004,2022-05-31,food,482.88
C004,2022-05-31,transport,750.98
C004,2022-05-31,shopping,631.09
C004,2022-05-31,entertainment,561.18
C004,2022-05-31,other,631.59
C004,2022-06-30,housing,657.34
C004,2022-06-30,food,614.1
C004,2022-06-30,transport,998.61
C004,2022-06-30,shopping,782.45
C004,2022-06-30,entertainment,703.72
C004,2022-06-30,other,775.41
C004,2022-07-31,housing,637.01
C004,2022-07-31,food,432.73
C004,2022-07-31,transport,405.97
C004,2022-07-31,shopping,790.47
C004,2022-07-31,entertainment,561.26
C004,2022-07-31,other,695.75
C004,2022-08-31,housing,502.82
C004,2022-08-31,food,442.02
C004,2022-08-31,transport,603.67
C004,2022-08-31,shopping,766.65
C004,2022-08-31,entertainment,449.5
C004,2022-08-31,other,618.0
C004,2022-09-30,housing,528.68
C004,2022-09-30,food,295.36
C004,2022-09-30,transport,530.9
C004,2022-09-30,shopping,580.06
C004,2022-09-30,entertainment,446.32
C004,2022-09-30,other,581.55
C004,2022-10-31,housing,592.49
C004,2022-10-31,food,584.42
C004,2022-10-31,transport,593.86
C004,2022-10-31,shopping,847.37
C004,2022-10-31,entertainment,734.74
C004,2022-10-31,other,608.92
C004,2022-11-30,housing,623.86
C004,2022-11-30,food,467.93
C004,2022-11-30,transport,795.83
C004,2022-11-30,shopping,739.52
C004,2022-11-30,entertainment,468.28
C004,2022-11-30,other,866.14
C004,2022-12-31,housing,854.02
C004,2022-12-31,food,474.45
C004,2022-12-31,transport,844.76
C004,2022-12-31,shopping,1124.59
C004,2022-12-31,entertainment,956.03
C004,2022-12-31,other,779.16
C004,2023-01-31,housing,744.48
C004,2023-01-31,food,393.81
C004,2023-01-31,transport,743.05
C004,2023-01-31,shopping,1166.5
C004,2023-01-31,entertainment,766.2
C004,2023-01-31,other,674.06
C004,2023-02-28,housing,666.2
C004,2023-02-28,food,332.12
C004,2023-02-28,transport,608.96
C004,2023-02-28,shopping,742.0
C004,2023-02-28,entertainment,843.02
C004,2023-02-28,other,611.02
C004,2023-03-31,housing,676.93
C004,2023-03-31,food,649.19
C004,2023-03-31,transport,828.36
C004,2023-03-31,shopping,911.67
C004,2023-03-31,entertainment,901.32
C004,2023-03-31,other,986.3
C004,2023-04-30,housing,440.03
C004,2023-04-30,food,432.55
C004,2023-04-30,transport,496.82
C004,2023-04-30,shopping,722.9
C004,2023-04-30,entertainment,630.38
C004,2023-04-30,other,451.41
C004,2023-05-31,housing,478.24
C004,2023-05-31,food,302.29
C004,2023-05-31,transport,267.39
C004,2023-05-31,shopping,644.18
C004,2023-05-31,entertainment,502.38
C004,2023-05-31,other,409.66
C004,2023-06-30,housing,539.31
C004,2023-06-30,food,370.92
C004,2023-06-30,transport,633.86
C004,2023-06-30,shopping,658.32
C004,2023-06-30,entertainment,548.8
C004,2023-06-30,other,480.64
C004,2023-07-31,housing,783.76
C004,2023-07-31,food,625.95
C004,2023-07-31,transport,643.63
C004,2023-07-31,shopping,865.51
C004,2023-07-31,entertainment,719.76
C004,2023-07-31,other,824.56
C004,2023-08-31,housing,737.85
C004,2023-08-31,food,545.63
C004,2023-08-31,transport,808.49
C004,2023-08-31,shopping,986.22
C004,2023-08-31,entertainment,980.01
C004,2023-08-31,other,539.8
C004,2023-09-30,housing,471.11
C004,2023-09-30,food,255.92
C004,2023-09-30,transport,444.92
C004,2023-09-30,shopping,595.06
C004,2023-09-30,entertainment,560.22
C004,2023-09-30,other,640.73
C004,2023-10-31,housing,505.92
C004,2023-10-31,food,436.37
C004,2023-10-31,transport,674.91
C004,2023-10-31,shopping,660.14
C004,2023-10-31,entertainment,559.2
C004,2023-10-31,other,667.2
C004,2023-11-30,housing,659.45
C004,2023-11-30,food,441.15
C004,2023-11-30,transport,647.33
C004,2023-11-30,shopping,656.14
C004,2023-11-30,entertainment,649.32
C004,2023-11-30,other,598.77
C004,2023-12-31,housing,375.44
C004,2023-12-31,food,397.81
C004,2023-12-31,transport,452.75
C004,2023-12-31,shopping,536.61
C004,2023-12-31,entertainment,523.13
C004,2023-12-31,other,589.9
C005,2022-01-31,housing,125.53
C005,2022-01-31,food,479.55
C005,2022-01-31,transport,1065.48
C005,2022-01-31,shopping,274.66
C005,2022-01-31,entertainment,692.26
C005,2022-01-31,other,1270.51
C005,2022-02-28,housing,119.85
C005,2022-02-28,food,357.35
C005,2022-02-28,transport,1113.17
C005,2022-02-28,shopping,477.19
C005,2022-02-28,entertainment,1530.15
C005,2022-02-28,other,1373.45
C005,2022-03-31,housing,94.5
C005,2022-03-31,food,382.82
C005,2022-03-31,transport,807.83
C005,2022-03-31,shopping,273.72
C005,2022-03-31,entertainment,1214.91
C005,2022-03-31,other,1246.15
C005,2022-04-30,housing,121.04
C005,2022-04-30,food,554.94
C005,2022-04-30,transport,1193.0
C005,2022-04-30,shopping,443.13
C005,2022-04-30,entertainment,1420.25
C005,2022-04-30,other,1385.63
C005,2022-05-31,housing,144.85
C005,2022-05-31,food,486.72
C005,2022-05-31,transport,750.62
C005,2022-05-31,shopping,396.11
C005,2022-05-31,entertainment,1032.05
C005,2022-05-31,other,962.32
C005,2022-06-30,housing,191.14
C005,2022-06-30,food,639.94
C005,2022-06-30,transport,1221.46
C005,2022-06-30,shopping,540.08
C005,2022-06-30,entertainment,1294.93
C005,2022-06-30,other,1408.77
C005,2022-07-31,housing,99.74
C005,2022-07-31,food,332.65
C005,2022-07-31,transport,587.03
C005,2022-07-31,shopping,276.38
C005,2022-07-31,entertainment,792.05
C005,2022-07-31,other,1076.52
C005,2022-08-31,housing,135.65
C005,2022-08-31,food,491.96
C005,2022-08-31,transport,1056.58
C005,2022-08-31,shopping,388.49
C005,2022-08-31,entertainment,966.02
C005,2022-08-31,other,1192.17
C005,2022-09-30,housing,82.34
C005,2022-09-30,food,382.15
C005,2022-09-30,transport,831.63
C005,2022-09-30,shopping,219.5
C005,2022-09-30,entertainment,847.21
C005,2022-09-30,other,1049.24
C005,2022-10-31,housing,160.21
C005,2022-10-31,food,489.11
C005,2022-10-31,transport,939.77
C005,2022-10-31,shopping,344.05
C005,2022-10-31,entertainment,1243.58
C005,2022-10-31,other,1321.84
C005,2022-11-30,housing,167.28
C005,2022-11-30,food,492.89
C005,2022-11-30,transport,905.21
C005,2022-11-30,shopping,404.51
C005,2022-11-30,entertainment,1262.65
C005,2022-11-30,other,1254.16
C005,2022-12-31,housing,108.82
C005,2022-12-31,food,339.41
C005,2022-12-31,transport,736.05
C005,2022-12-31,shopping,324.7
C005,2022-12-31,entertainment,839.01
C005,2022-12-31,other,978.94
C005,2023-01-31,housing,101.58
C005,2023-01-31,food,398.11
C005,2023-01-31,transport,1154.44
C005,2023-01-31,shopping,299.33
C005,2023-01-31,entertainment,712.13
C005,2023-01-31,other,795.4
C005,2023-02-28,housing,117.99
C005,2023-02-28,food,404.07
C005,2023-02-28,transport,1076.13
C005,2023-02-28,shopping,208.19
C005,2023-02-28,entertainment,1059.63
C005,2023-02-28,other,1305.73
C005,2023-03-31,housing,88.1
C005,2023-03-31,food,290.22
C005,2023-03-31,transport,626.94
C005,2023-03-31,shopping,262.88
C005,2023-03-31,entertainment,965.92
C005,2023-03-31,other,1073.39
C005,2023-04-30,housing,141.26
C005,2023-04-30,food,386.82
C005,2023-04-30,transport,1075.57
C005,2023-04-30,shopping,320.53
C005,2023-04-30,entertainment,954.04
C005,2023-04-30,other,1043.89
C005,2023-05-31,housing,206.23
C005,2023-05-31,food,572.52
C005,2023-05-31,transport,1623.48
C005,2023-05-31,shopping,511.74
C005,2023-05-31,entertainment,1443.01
C005,2023-05-31,other,1871.8
C005,2023-06-30,housing,122.4
C005,2023-06-30,food,412.33
C005,2023-06-30,transport,956.63
C005,2023-06-30,shopping,369.8
C005,2023-06-30,entertainment,709.86
C005,2023-06-30,other,1164.13
C005,2023-07-31,housing,75.58
C005,2023-07-31,food,334.81
C005,2023-07-31,transport,756.96
C005,2023-07-31,shopping,255.68
C005,2023-07-31,entertainment,923.74
C005,2023-07-31,other,693.85
C005,2023-08-31,housing,98.88
C005,2023-08-31,food,376.95
C005,2023-08-31,transport,875.27
C005,2023-08-31,shopping,272.23
C005,2023-08-31,entertainment,1023.37
C005,2023-08-31,other,985.58
C005,2023-09-30,housing,54.76
C005,2023-09-30,food,271.07
C005,2023-09-30,transport,581.12
C005,2023-09-30,shopping,225.88
C005,2023-09-30,entertainment,657.61
C005,2023-09-30,other,722.13
C005,2023-10-31,housing,113.77
C005,2023-10-31,food,394.09
C005,2023-10-31,transport,884.68
C005,2023-10-31,shopping,421.48
C005,2023-10-31,entertainment,1379.85
C005,2023-10-31,other,1150.24
C005,2023-11-30,housing,48.32
C005,2023-11-30,food,198.93
C005,2023-11-30,transport,461.05
C005,2023-11-30,shopping,180.3
C005,2023-11-30,entertainment,556.02
C005,2023-11-30,other,557.38
C005,2023-12-31,housing,124.58
C005,2023-12-31,food,422.74
C005,2023-12-31,transport,1151.79
C005,2023-12-31,shopping,315.73
C005,2023-12-31,entertainment,1249.72
C005,2023-12-31,other,1268.05
C006,2022-01-31,housing,879.22
C006,2022-01-31,food,663.97
C006,2022-01-31,transport,769.47
C006,2022-01-31,shopping,1031.95
C006,2022-01-31,entertainment,357.59
C006,2022-01-31,other,1079.25
C006,2022-02-28,housing,548.69
C006,2022-02-28,food,359.38
C006,2022-02-28,transport,500.16
C006,2022-02-28,shopping,790.51
C006,2022-02-28,entertainment,349.3
C006,2022-02-28,other,866.09
C006,2022-03-31,housing,617.9
C006,2022-03-31,food,445.92
C006,2022-03-31,transport,620.47
C006,2022-03-31,shopping,820.84
C006,2022-03-31,entertainment,506.63
C006,2022-03-31,other,967.18
C006,2022-04-30,housing,582.53
C006,2022-04-30,food,506.64
C006,2022-04-30,transport,764.46
C006,2022-04-30,shopping,909.77
C006,2022-04-30,entertainment,483.01
C006,2022-04-30,other,1206.72
C006,2022-05-31,housing,817.63
C006,2022-05-31,food,527.18
C006,2022-05-31,transport,624.14
C006,2022-05-31,shopping,832.3
C006,2022-05-31,entertainment,258.19
C006,2022-05-31,other,1108.38
C006,2022-06-30,housing,262.52
C006,2022-06-30,food,275.66
C006,2022-06-30,transport,361.03
C006,2022-06-30,shopping,334.29
C006,2022-06-30,entertainment,210.27
C006,2022-06-30,other,645.7
C006,2022-07-31,housing,778.4
C006,2022-07-31,food,424.59
C006,2022-07-31,transport,588.15
C006,2022-07-31,shopping,827.63
C006,2022-07-31,entertainment,394.89
C006,2022-07-31,other,748.63
C006,2022-08-31,housing,621.51
C006,2022-08-31,food,362.36
C006,2022-08-31,transport,571.77
C006,2022-08-31,shopping,635.03
C006,2022-08-31,entertainment,473.08
C006,2022-08-31,other,950.17
C006,2022-09-30,housing,595.6
C006,2022-09-30,food,456.11
C006,2022-09-30,transport,629.21
C006,2022-09-30,shopping,588.37
C006,2022-09-30,entertainment,339.56
C006,2022-09-30,other,1067.31
C006,2022-10-31,housing,465.05
C006,2022-10-31,food,459.31
C006,2022-10-31,transport,601.02
C006,2022-10-31,shopping,520.3
C006,2022-10-31,entertainment,406.2
C006,2022-10-31,other,991.97
C006,2022-11-30,housing,744.13
C006,2022-11-30,food,391.23
C006,2022-11-30,transport,678.89
C006,2022-11-30,shopping,742.02
C006,2022-11-30,entertainment,419.21
C006,2022-11-30,other,1162.5
C006,2022-12-31,housing,1021.51
C006,2022-12-31,food,702.66
C006,2022-12-31,transport,753.28
C006,2022-12-31,shopping,969.16
C006,2022-12-31,entertainment,596.73
C006,2022-12-31,other,1239.73
C006,2023-01-31,housing,732.67
C006,2023-01-31,food,471.28
C006,2023-01-31,transport,552.63
C006,2023-01-31,shopping,699.38
C006,2023-01-31,entertainment,474.82
C006,2023-01-31,other,986.92
C006,2023-02-28,housing,743.75
C006,2023-02-28,food,465.1
C006,2023-02-28,transport,716.04
C006,2023-02-28,shopping,816.8
C006,2023-02-28,entertainment,366.14
C006,2023-02-28,other,1243.56
C006,2023-03-31,housing,436.42
C006,2023-03-31,food,356.97
C006,2023-03-31,transport,467.82
C006,2023-03-31,shopping,669.12
