customer_id,month,income,savings_rate,overspend_flag,housing,food,transport,shopping,entertainment,other
C008,2023-08,5021.4,0.135,0,878.74,585.17,299.46,1086.45,971.4,524.59
C008,2023-09,5594.33,0.105,0,854.99,807.76,409.15,1039.17,1420.98,475.47
C008,2023-10,4332.47,0.094,0,803.65,567.33,283.2,606.41,1231.38,433.21
C008,2023-11,5023.73,0.224,0,978.74,521.51,275.14,708.45,958.98,457.04
C008,2023-12,4433.24,0.215,0,725.56,267.03,229.33,839.63,1009.55,410.54
C009,2022-01,5673.75,0.059,0,246.46,839.66,2219.75,713.07,585.28,732.12
C009,2022-02,3920.31,0.132,0,151.07,461.12,1737.53,390.98,309.77,351.83
C009,2022-03,3358.29,0.131,0,109.07,375.6,1514.97,332.25,217.32,367.82
C009,2022-04,4369.76,0.141,0,253.84,375.73,1587.79,544.03,456.71,534.33
C009,2022-05,4591.67,0.183,0,212.98,564.18,1557.09,515.13,356.97,543.21
C009,2022-06,4642.99,0.23,0,186.23,509.15,1624.74,386.28,430.48,436.81
C009,2022-07,4758.24,0.209,0,174.02,579.49,1511.09,431.63,422.22,643.14
C009,2022-08,4764.23,0.234,0,203.87,563.45,1257.65,469.23,606.22,547.84
C009,2022-09,4554.33,0.281,0,217.83,568.46,1231.18,337.55,459.97,458.44
C009,2022-10,5549.62,0.305,0,233.67,433.45,1734.61,323.24,524.27,608.04
C009,2022-11,4160.43,0.146,0,213.63,540.09,1564.79,280.37,445.06,508.17
C009,2022-12,4747.51,0.078,0,240.71,431.12,2384.57,402.9,517.06,399.8
C009,2023-01,3755.79,0.071,0,203.75,397.09,1632.29,385.55,361.93,510.1
C009,2023-02,4310.67,0.173,0,139.63,417.18,1801.39,452.68,322.84,433.22
C009,2023-03,4034.62,0.197,0,168.54,352.32,1410.49,356.25,440.74,510.12
C009,2023-04,4383.35,0.239,0,182.33,492.45,1484.64,359.78,368.64,447.17
C009,2023-05,3569.22,0.226,0,161.58,435.73,1049.67,355.16,337.93,423.05
C009,2023-06,4489.65,0.19,0,155.16,400.47,1740.55,513.75,293.58,532.46
C009,2023-07,5451.7,0.248,0,235.41,649.39,1882.32,530.76,403.99,398.53
C009,2023-08,5254.21,0.28,0,197.9,538.64,1606.25,410.7,501.02,527.58
C009,2023-09,4802.38,0.121,0,226.65,553.86,1919.95,588.74,394.9,537.01
C009,2023-10,5406.15,0.152,0,284.25,468.0,1988.89,645.1,569.65,627.4
C009,2023-11,4325.85,0.173,0,180.18,496.57,1606.48,426.09,428.53,438.13
C009,2023-12,4925.7,0.143,0,312.86,397.53,1993.61,432.62,524.04,559.26
C010,2022-01,4726.45,0.192,0,1293.73,595.21,117.21,900.98,296.13,613.8
C010,2022-02,4902.44,0.194,0,736.21,921.38,82.34,940.85,311.18,960.24
C010,2022-03,4357.08,0.178,0,918.95,689.59,112.28,896.26,265.31,700.3
C010,2022-04,3246.26,0.18,0,808.78,409.26,78.16,629.97,284.92,451.68
C010,2022-05,4417.87,0.045,0,1320.62,891.95,85.61,869.36,285.61,767.31
C010,2022-06,3941.06,0.223,0,915.38,513.23,87.01,800.98,246.02,497.63
C010,2022-07,5290.83,0.223,0,1313.69,807.55,109.66,780.56,289.35,810.52
C010,2022-08,5482.74,0.13,0,1166.95,1029.3,109.06,1082.67,346.83,1033.27
C010,2022-09,4072.15,0.286,0,732.55,552.91,81.08,630.03,279.38,631.16
C010,2022-10,6399.69,0.281,0,1113.92,1129.65,115.05,1128.24,422.39,694.45
C010,2022-11,4689.46,0.08,0,1419.13,748.6,105.43,1030.07,295.63,713.34
C010,2022-12,2679.41,0.149,0,691.45,451.15,49.17,519.81,158.01,411.1
C010,2023-01,4985.03,0.147,0,937.98,988.0,85.25,854.74,415.11,971.16
C010,2023-02,4578.08,0.197,0,925.73,721.9,100.15,876.52,291.85,759.35
C010,2023-03,4328.5,0.273,0,798.62,683.97,106.51,654.95,271.8,632.59
C010,2023-04,4589.08,0.174,0,1017.39,960.23,106.84,701.78,326.45,675.85
C010,2023-05,4038.4,0.193,0,995.49,640.7,99.09,679.54,236.77,606.69
C010,2023-06,4047.49,0.033,0,1109.98,758.66,110.04,1032.71,221.15,681.58
C010,2023-07,3559.04,0.259,0,740.15,551.99,64.8,570.68,225.04,484.83
C010,2023-08,5173.7,0.08,0,1050.33,1259.64,104.37,995.65,269.41,1082.76
C010,2023-09,5395.6,0.171,0,1326.82,737.48,120.44,854.46,425.21,1008.24
C010,2023-10,4576.35,0.253,0,683.64,668.23,109.24,1029.79,344.98,580.48
C010,2023-11,4741.24,0.198,0,1286.23,610.09,102.47,939.75,292.6,570.56
C010,2023-12,4239.44,0.169,0,949.06,710.02,83.98,753.5,272.36,753.33
C011,2022-01,4636.14,0.161,0,538.02,815.03,1055.64,770.08,146.46,564.16
C011,2022-02,5115.39,0.077,0,754.75,896.86,886.99,872.24,189.88,1123.1
C011,2022-03,3799.11,0.143,0,457.63,675.44,765.42,489.73,132.67,734.71
C011,2022-04,4570.37,0.131,0,588.67,702.31,1115.39,612.15,137.02,814.62
C011,2022-05,5203.16,0.286,0,503.08,668.33,721.66,809.72,142.37,872.47
C011,2022-06,5029.1,0.166,0,566.75,831.89,959.48,857.33,177.12,802.02
C011,2022-07,4365.08,0.115,0,629.51,739.02,689.23,742.46,120.16,941.32
C011,2022-08,5319.28,0.127,0,692.12,870.44,1029.23,907.59,165.15,979.99
C011,2022-09,5197.55,0.225,0,593.48,754.12,852.23,676.38,124.01,1026.13
C011,2022-10,5947.13,0.107,0,900.12,718.86,1317.13,1117.45,182.12,1074.37
C011,2022-11,2893.69,0.171,0,375.26,388.81,595.33,343.18,102.88,594.05
C011,2022-12,3873.46,0.24,0,400.63,418.98,742.82,547.52,97.72,736.1
C011,2023-01,4140.02,0.121,0,432.93,606.8,959.88,699.12,133.45,805.11
C011,2023-02,3571.27,0.14,0,447.48,583.55,663.1,589.18,103.67,684.09
C011,2023-03,4941.49,0.285,0,346.55,931.04,535.84,694.53,187.44,837.47
C011,2023-04,3327.05,0.209,0,346.8,613.82,473.04,602.49,108.48,486.14
C011,2023-05,4033.51,0.191,0,426.21,728.62,894.23,463.56,124.58,624.81
C011,2023-06,5534.81,0.19,0,550.39,1097.77,1100.08,707.74,163.48,866.47
C011,2023-07,3480.31,0.281,0,440.14,453.91,467.83,508.27,83.48,549.43
C011,2023-08,3772.72,0.137,0,408.96,784.17,759.99,605.75,90.98,605.48
C011,2023-09,4672.24,0.189,0,493.06,848.69,764.93,692.47,140.1,851.9
C011,2023-10,3987.61,0.173,0,477.02,614.91,708.79,662.46,135.79,700.14
C011,2023-11,4155.63,0.175,0,580.09,640.85,791.92,653.66,171.39,590.8
C011,2023-12,5115.89,0.136,0,456.76,844.53,1263.36,850.33,172.5,833.82
C012,2022-01,4570.29,0.096,0,731.83,419.64,753.49,363.95,1137.32,726.23
C012,2022-02,3967.3,0.189,0,639.05,361.56,523.44,401.07,730.65,563.56
C012,2022-03,5451.03,0.059,0,901.75,387.89,1154.11,518.24,1016.74,1150.8
C012,2022-04,4627.44,0.158,0,696.88,366.12,841.04,429.0,866.35,695.31
C012,2022-05,4603.94,0.266,0,688.98,323.43,599.7,432.11,524.39,808.96
C012,2022-06,4117.53,0.093,0,744.91,334.82,756.38,335.05,782.31,779.44
C012,2022-07,4129.96,0.054,0,717.95,308.62,720.88,406.79,847.89,906.35
C012,2022-08,3889.25,0.197,0,466.51,290.6,714.54,361.64,737.69,551.28
C012,2022-09,5113.49,0.082,0,631.27,527.12,1221.15,466.75,1038.79,807.19
C012,2022-10,3051.83,0.175,0,419.81,224.07,399.42,332.27,593.44,549.83
C012,2022-11,4252.78,0.149,0,626.49,427.5,707.45,397.25,771.1,687.71
C012,2022-12,3374.47,0.213,0,358.94,284.71,568.86,235.64,627.12,579.84
C012,2023-01,2775.19,0.14,0,362.09,258.6,490.84,198.56,530.75,545.6
C012,2023-02,5121.66,0.146,0,763.5,418.2,775.32,474.24,984.77,955.45
C012,2023-03,4605.5,0.168,0,782.05,410.18,860.48,450.53,756.52,572.12
C012,2023-04,5734.79,0.196,0,900.68,374.1,855.99,553.64,1026.36,902.45
C012,2023-05,5620.71,0.137,0,716.5,434.5,969.36,514.8,1128.17,1089.05
C012,2023-06,4658.86,0.114,0,756.3,393.22,786.11,409.6,898.39,886.16
C012,2023-07,4944.12,0.096,0,752.68,381.48,834.86,425.98,950.36,1121.7
C012,2023-08,4080.98,0.096,0,656.28,415.82,692.21,476.92,719.13,729.45
C012,2023-09,3860.96,0.096,0,553.12,351.72,727.34,350.05,857.48,648.75
C012,2023-10,4234.27,0.113,0,900.09,393.83,631.42,328.21,679.15,823.16
C012,2023-11,4208.5,0.165,0,648.63,366.06,780.69,317.88,659.34,741.5
C012,2023-12,4980.77,0.185,0,790.83,384.29,917.2,382.86,857.66,728.79
C013,2022-01,4884.82,0.135,0,1358.2,962.76,360.01,463.05,533.31,547.14
C013,2022-02,3698.1,0.179,0,706.02,670.15,283.45,247.26,507.68,622.14
C013,2022-03,5080.88,0.244,0,1129.4,780.71,398.87,374.86,386.66,768.38
C013,2022-04,4511.26,0.173,0,1127.95,715.9,323.71,315.81,482.27,764.81
C013,2022-05,5364.68,0.151,0,1324.87,903.29,446.34,421.14,528.95,932.71
C013,2022-06,5283.67,0.064,0,1629.63,1209.74,358.9,380.76,558.2,809.17
C013,2022-07,3980.59,0.251,0,799.28,729.47,274.96,289.95,369.82,516.66
C013,2022-08,4687.44,0.117,0,1238.5,920.85,485.96,351.11,530.34,610.82
C013,2022-09,3470.47,0.149,0,1109.55,540.38,228.52,248.11,361.07,466.4
C013,2022-10,4256.02,0.137,0,1302.4,676.25,262.82,349.34,482.02,599.95
C013,2022-11,3234.27,0.163,0,742.3,579.78,296.66,196.42,336.79,553.62
C013,2022-12,2594.99,0.105,0,774.43,385.84,212.69,193.52,318.21,436.68
C013,2023-01,2598.17,0.147,0,592.26,479.34,196.92,200.23,306.47,440.7
C013,2023-02,4328.58,0.21,0,808.64,728.91,359.05,260.37,499.75,764.48
C013,2023-03,4601.49,0.29,0,642.51,672.25,460.9,303.78,340.87,847.74
C013,2023-04,4510.68,0.026,0,1358.58,849.15,376.39,342.04,525.5,940.62
C013,2023-05,5276.81,0.152,0,1040.18,1017.65,482.52,447.93,520.92,963.51
C013,2023-06,5242.19,0.108,0,1877.06,840.9,378.13,359.67,512.23,706.03
C013,2023-07,2500.0,0.111,0,603.8,476.9,180.74,231.98,264.2,463.83
C013,2023-08,4709.14,0.077,0,1367.52,886.8,443.15,341.49,533.62,772.17
C013,2023-09,4269.37,0.026,0,1170.08,1030.29,319.81,326.34,535.23,777.1
C013,2023-10,4509.37,0.213,0,748.55,878.21,234.85,395.79,487.68,806.01
C013,2023-11,3778.31,0.143,0,748.86,709.62,293.5,251.68,403.55,831.06
C013,2023-12,5167.62,0.108,0,1545.34,1052.26,492.99,361.03,377.03,780.5
C014,2022-01,4620.06,0.045,0,860.76,548.46,1428.44,931.21,430.67,213.84
C014,2022-02,4884.27,0.036,0,1197.39,599.76,1427.28,750.46,464.52,266.92
C014,2022-03,3619.47,0.143,0,620.09,357.44,1122.0,559.06,251.62,190.25
C014,2022-04,3940.78,0.17,0,704.65,390.84,945.53,719.11,332.69,177.64
C014,2022-05,5047.23,0.153,0,814.16,384.78,1389.49,962.11,549.59,174.1
C014,2022-06,5064.78,0.26,0,675.83,532.51,1098.55,682.51,518.44,240.69
